FID,LATITUDE,LONGITUDE,MINERAL,DESCRIPTION,PURETE
1420,-11.5690320119999,12.765381261,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1421,-11.5731049219999,12.779169287,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1422,-11.5585372649999,12.776590819,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1423,-11.5501342799999,12.768120685,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1424,-11.5466790969999,12.753743555,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1425,-11.5372950229999,12.772729732,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1426,-11.5666821579999,12.804167016,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1427,-11.5778267439999,12.78997988,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1428,-11.5740878319999,12.796500234,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1429,-11.5638990669999,12.785021172,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1430,-11.5912165909999,12.834942555,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1431,-11.5872310689999,12.814586498,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1432,-11.5953172769999,12.801553161,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1433,-11.5916478739999,12.84808626,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1434,-11.5970884999999,12.870597333,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1435,-11.6101269059999,12.876991171,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1436,-11.6206172349999,12.86637719,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1437,-11.6408913619999,12.852304842,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1438,-11.6368302309999,12.83732249,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1439,-11.6130253499999,12.887778248,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1440,-11.5604439479999,13.080565345,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1441,-11.5711518219999,13.072785597,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1442,-11.5853079699999,13.06222411,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1443,-11.6018908939999,13.052290658,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1444,-11.6153463379999,13.048286854,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1445,-11.6331778119999,13.035978396,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1446,-11.6394210169999,13.024712604,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1447,-11.6379002219999,13.001998985,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1448,-11.6331658489999,12.991785091,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1449,-11.6117254499999,12.980845442,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1450,-11.6165640209999,13.003513157,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1451,-11.6132760709999,13.021386056,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1452,-11.6033536729999,13.034394268,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1453,-11.5807808129999,13.037082892,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1454,-11.5804589189999,13.016177517,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1455,-11.5880682389999,12.994182168,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1456,-11.6007732159999,13.000320752,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1457,-11.5999281659999,13.017628082,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1458,-11.5925229729999,13.024696984,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1459,-11.5652032009999,13.018364414,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1460,-11.5636480719999,12.998637317,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1461,-11.5559223559999,12.984800149,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1462,-11.5497186249999,12.993078025,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1463,-11.5395504089999,12.979805292,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1464,-11.5482468049999,12.96738066,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1465,-11.5482468049999,12.96738066,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1466,-11.5061253679999,12.975177986,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1467,-11.5123733039999,12.991696182,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1468,-11.4829336409999,12.979044996,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1469,-11.4634534389999,12.97878055,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1470,-11.4287724659999,12.977111961,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1471,-11.4287724659999,12.977111961,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1472,-11.4022038349999,12.961818586,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1473,-11.3699450619999,12.961370379,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1474,-11.3673977829999,12.969096504,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1475,-11.3646233389999,12.950549128,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1476,-11.3660137469999,12.93862749,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1477,-11.3921575979999,12.940782049,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1478,-11.4083762089999,12.955933115,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1479,-11.3827784709999,12.957966793,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1480,-11.4083762089999,12.955933115,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1481,-11.4202418419999,12.977591653,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1482,-11.4231743169999,12.985394153,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1483,-11.4566894799999,12.983465229,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1484,-11.4712407059999,12.987843143,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1485,-11.4968264529999,12.986995372,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1486,-11.4618975099999,12.95965189,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1487,-11.4156630309999,12.957227753,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1488,-11.4108964189999,12.949997097,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1489,-11.4104930199999,12.935661636,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1490,-11.4131408519999,12.920771066,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1491,-11.4554722059999,12.940457054,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1492,-11.4502305999999,12.966658183,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1493,-11.4475411979999,12.984534455,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1494,-11.4456406889999,12.9468912,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1495,-11.4651769959999,12.942977361,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1496,-11.5161816749999,12.952621667,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1497,-11.5325428559999,12.958214479,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1498,-11.5224625689999,12.982562838,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1499,-11.4995877299999,12.96374453,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1500,-11.4833197589999,12.951582649,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1501,-11.4865976379999,12.934907448,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1502,-11.5030815129999,12.931546341,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1503,-11.5265713899999,12.949774783,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1504,-11.5375944429999,12.945144388,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1505,-11.5299125489999,12.928321982,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1506,-11.4875071219999,12.913423215,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1507,-11.4496899079999,12.918882623,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1508,-11.4298837179999,12.941898915,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1509,-11.4298837179999,12.941898915,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1510,-11.4208094499999,12.895201685,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1511,-11.4060515339999,12.905746563,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1512,-11.4004550049999,12.914028523,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1513,-11.3976946029999,12.894287042,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1514,-11.4119285089999,12.877764548,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1515,-11.4525203369999,12.890857189,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1516,-11.4864568569999,12.901466587,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1517,-11.5088086159999,12.913708989,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1518,-11.5299125489999,12.928321982,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1519,-11.5630194319999,12.952348683,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1520,-11.5668812639999,12.984945249,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1521,-11.6007732159999,13.000320752,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1522,-11.5751026969999,13.051339907,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
